id,label
137832,0
137833,0
137834,0
137836,0
137837,0
137839,0
137841,0
137846,0
137851,0
137855,0
137856,0
137857,0
137858,0
137860,0
137861,0
137863,0
137864,0
137867,0
137868,0
137871,0
137872,0
137876,0
137879,0
137882,0
137883,0
137885,0
137886,0
137887,0
137888,0
137890,0
137892,0
137897,0
137902,0
137904,0
137905,0
137912,0
137913,0
137914,0
137918,0
137921,0
137923,0
137924,0
137925,0
137926,0
137930,0
137934,0
137935,0
137936,0
137937,0
137938,0
137940,0
137944,0
137946,0
137951,0
137956,0
137959,0
137960,0
137962,0
137963,0
137965,0
137967,0
137971,0
137972,0
137975,0
137982,0
137983,0
137985,0
137986,0
137987,0
137989,0
138001,0
138004,0
138005,0
138006,0
138011,0
138012,0
138016,0
138017,0
138023,0
138024,0
138025,0
138026,0
138030,0
138032,0
138034,0
138035,0
138036,0
138038,0
138040,0
138041,0
138042,0
138043,0
138044,0
138045,0
138047,0
138048,0
138049,0
138051,0
138052,0
138054,0
138055,0
138056,0
138057,0
138060,0
138061,0
138062,0
138063,0
138064,0
138065,0
138072,0
138073,0
138074,0
138076,0
138083,0
138087,0
138089,0
138090,0
138091,0
138092,0
138096,0
138097,0
138099,0
138101,0
138103,0
138105,0
138106,0
138107,0
138110,0
138111,0
138112,0
138113,0
138114,0
138115,0
138122,0
138124,0
138126,0
138130,0
138132,0
138133,0
138135,0
138137,0
138140,0
138142,0
138143,0
138144,0
138145,0
138147,0
138149,0
138151,0
138152,0
138156,0
138158,0
138159,0
138162,0
138166,0
138167,0
138168,0
138170,0
138172,0
138174,0
138176,0
138178,0
138180,0
138183,0
138184,0
138188,0
138189,0
138190,0
138194,0
138198,0
138201,0
138204,0
138205,0
138206,0
138208,0
138209,0
138210,0
138211,0
138213,0
138214,0
138215,0
138224,0
138225,0
138226,0
138229,0
138230,0
138232,0
138233,0
138234,0
138239,0
138243,0
138246,0
138247,0
138248,0
138250,0
138253,0
138254,0
138256,0
138257,0
138259,0
138260,0
138261,0
138263,0
138270,0
138276,0
138279,0
138280,0
138283,0
138286,0
138287,0
138290,0
138292,0
138293,0
138295,0
138296,0
138298,0
138300,0
138302,0
138303,0
138305,0
138307,0
138310,0
138311,0
138312,0
138314,0
138315,0
138317,0
138318,0
138319,0
138320,0
138321,0
138322,0
138324,0
138326,0
138330,0
138332,0
138336,0
138339,0
138341,0
138347,0
138350,0
138351,0
138352,0
138353,0
138355,0
138357,0
138359,0
138365,0
138366,0
138367,0
138368,0
138369,0
138371,0
138373,0
138376,0
138378,0
138380,0
138381,0
138383,0
138385,0
138386,0
138389,0
138391,0
138392,0
138395,0
138397,0
138399,0
138402,0
138406,0
138407,0
138408,0
138409,0
138413,0
138414,0
138415,0
138417,0
138418,0
138420,0
138421,0
138426,0
138427,0
138429,0
138432,0
138434,0
138435,0
138437,0
138439,0
138445,0
138447,0
138449,0
138452,0
138454,0
138459,0
138460,0
138462,0
138463,0
138464,0
138465,0
138468,0
138474,0
138477,0
138479,0
138480,0
138485,0
138488,0
138489,0
138492,0
138495,0
138502,0
138503,0
138504,0
138505,0
138506,0
138508,0
138510,0
138513,0
138517,0
138519,0
138520,0
138521,0
138522,0
138525,0
138526,0
138527,0
138531,0
138534,0
138537,0
138538,0
138540,0
138541,0
138542,0
138543,0
138544,0
138549,0
138551,0
138552,0
138554,0
138557,0
138558,0
138559,0
138560,0
138561,0
138565,0
138569,0
138576,0
138579,0
138584,0
138591,0
138594,0
138595,0
138597,0
138600,0
138604,0
138605,0
138606,0
138607,0
138609,0
138611,0
138615,0
138618,0
138622,0
138626,0
138638,0
138639,0
138640,0
138643,0
138644,0
138646,0
138647,0
138650,0
138651,0
138658,0
138660,0
138662,0
138663,0
138665,0
138668,0
138670,0
138671,0
138672,0
138673,0
138674,0
138678,0
138679,0
138681,0
138683,0
138686,0
138687,0
138688,0
138689,0
138695,0
138696,0
138702,0
138704,0
138707,0
138713,0
138714,0
138716,0
138717,0
138720,0
138721,0
138724,0
138725,0
138726,0
138727,0
138729,0
138730,0
138731,0
138733,0
138744,0
138746,0
138748,0
138749,0
138750,0
138754,0
138755,0
138756,0
138757,0
138762,0
138763,0
138765,0
138766,0
138769,0
138772,0
138775,0
138777,0
138778,0
138782,0
138783,0
138784,0
138790,0
138791,0
138794,0
138795,0
138797,0
138798,0
138800,0
138801,0
138806,0
138809,0
138810,0
138812,0
138813,0
138816,0
138819,0
138824,0
138826,0
138827,0
138829,0
138830,0
138835,0
138838,0
138839,0
138840,0
138843,0
138844,0
138846,0
138848,0
138850,0
138853,0
138854,0
138855,0
138856,0
138860,0
138861,0
138863,0
138864,0
138866,0
138867,0
138868,0
138869,0
138870,0
138876,0
138878,0
138880,0
138881,0
138882,0
138883,0
138889,0
138890,0
138891,0
138897,0
138904,0
138907,0
138908,0
138909,0
138912,0
138913,0
138914,0
138920,0
138921,0
138922,0
138923,0
138924,0
138926,0
138927,0
138929,0
138936,0
138941,0
138943,0
138944,0
138947,0
138956,0
138957,0
138958,0
138959,0
138960,0
138961,0
138962,0
138966,0
138970,0
138971,0
138974,0
138988,0
138989,0
138991,0
138992,0
138996,0
138997,0
139001,0
139002,0
139009,0
139014,0
139015,0
139019,0
139021,0
139022,0
139023,0
139026,0
139032,0
139033,0
139036,0
139040,0
139043,0
139044,0
139045,0
139046,0
139049,0
139052,0
139053,0
139056,0
139062,0
139065,0
139069,0
139071,0
139072,0
139078,0
139079,0
139080,0
139081,0
139084,0
139085,0
139086,0
139090,0
139092,0
139094,0
139096,0
139098,0
139099,0
139101,0
139111,0
139113,0
139115,0
139117,0
139118,0
139121,0
139122,0
139123,0
139125,0
139126,0
139130,0
139134,0
139140,0
139141,0
139143,0
139144,0
139145,0
139146,0
139149,0
139150,0
139151,0
139153,0
139155,0
139158,0
139159,0
139160,0
139161,0
139174,0
139175,0
139178,0
139181,0
139184,0
139187,0
139188,0
139190,0
139191,0
139193,0
139194,0
139197,0
139199,0
139202,0
139203,0
139205,0
139207,0
139209,0
139210,0
139217,0
139218,0
139219,0
139221,0
139222,0
139226,0
139227,0
139229,0
139232,0
139234,0
139238,0
139239,0
139240,0
139242,0
139251,0
139257,0
139258,0
139259,0
139260,0
139266,0
139268,0
139270,0
139271,0
139275,0
139276,0
139277,0
139278,0
139279,0
139281,0
139282,0
139284,0
139288,0
139289,0
139294,0
139298,0
139300,0
139302,0
139308,0
139309,0
139310,0
139311,0
139317,0
139319,0
139320,0
139325,0
139331,0
139332,0
139333,0
139336,0
139342,0
139344,0
139346,0
139351,0
139353,0
139357,0
139359,0
139360,0
139362,0
139368,0
139371,0
139372,0
139373,0
139377,0
139378,0
139379,0
139381,0
139382,0
139386,0
139388,0
139390,0
139391,0
139393,0
139394,0
139395,0
139396,0
139398,0
139400,0
139401,0
139402,0
139403,0
139404,0
139405,0
139406,0
139408,0
139409,0
139410,0
139411,0
139412,0
139415,0
139416,0
139419,0
139422,0
139423,0
139424,0
139425,0
139427,0
139428,0
139432,0
139434,0
139435,0
139436,0
139437,0
139439,0
139440,0
139441,0
139443,0
139446,0
139448,0
139454,0
139455,0
139456,0
139457,0
139458,0
139459,0
139462,0
139466,0
139467,0
139471,0
139472,0
139473,0
139475,0
139477,0
139478,0
139485,0
139486,0
139487,0
139488,0
139490,0
139495,0
139497,0
139502,0
139504,0
139505,0
139507,0
139508,0
139509,0
139510,0
139511,0
139513,0
139514,0
139516,0
139517,0
139518,0
139519,0
139523,0
139528,0
139529,0
139532,0
139534,0
139538,0
139540,0
139542,0
139543,0
139545,0
139548,0
139550,0
139551,0
139556,0
139558,0
139559,0
139560,0
139561,0
139562,0
139563,0
139564,0
139567,0
139570,0
139571,0
139573,0
139575,0
139576,0
139578,0
139584,0
139585,0
139587,0
139589,0
139590,0
139592,0
139593,0
139595,0
139596,0
139597,0
139599,0
139601,0
139602,0
139604,0
139606,0
139608,0
139614,0
139618,0
139619,0
139621,0
139622,0
139623,0
139624,0
139628,0
139631,0
139632,0
139633,0
139635,0
139638,0
139639,0
139643,0
139645,0
139646,0
139654,0
139655,0
139660,0
139664,0
139668,0
139672,0
139674,0
139675,0
139677,0
139684,0
139686,0
139688,0
139690,0
139692,0
139698,0
139703,0
139706,0
139708,0
139711,0
139712,0
139716,0
139717,0
139718,0
139720,0
139721,0
139724,0
139726,0
139728,0
139729,0
139734,0
139738,0
139741,0
139743,0
139746,0
139747,0
139748,0
139751,0
139752,0
139753,0
139756,0
139757,0
139762,0
139766,0
139767,0
139769,0
139771,0
139772,0
139774,0
139775,0
139776,0
139777,0
139778,0
139781,0
139788,0
139789,0
139791,0
139792,0
139796,0
139797,0
139798,0
139803,0
139804,0
139805,0
139810,0
139813,0
139822,0
139824,0
139827,0
139828,0
139831,0
139832,0
139837,0
139838,0
139839,0
139843,0
139846,0
139847,0
139849,0
139851,0
139853,0
139854,0
139861,0
139862,0
139865,0
139873,0
139876,0
139877,0
139878,0
139882,0
139883,0
139885,0
139893,0
139895,0
139904,0
139905,0
139906,0
139907,0
139908,0
139912,0
139913,0
139917,0
139918,0
139921,0
139926,0
139927,0
139929,0
139933,0
139934,0
139935,0
139938,0
139939,0
139940,0
139941,0
139944,0
139946,0
139951,0
139954,0
139955,0
139956,0
139959,0
139961,0
139964,0
139965,0
139966,0
139967,0
139975,0
139976,0
139977,0
139980,0
139982,0
139984,0
139989,0
139991,0
139992,0
139995,0
139998,0
139999,0
140000,0
140004,0
140005,0
140007,0
140009,0
140012,0
140016,0
140017,0
140018,0
140019,0
140020,0
140024,0
140025,0
140026,0
140027,0
140031,0
140032,0
140033,0
140034,0
140035,0
140037,0
140039,0
140040,0
140042,0
140045,0
140046,0
140052,0
140054,0
140056,0
140058,0
140059,0
140070,0
140073,0
140074,0
140075,0
140076,0
140077,0
140080,0
140082,0
140083,0
140085,0
140090,0
140101,0
140104,0
140107,0
140109,0
140112,0
140113,0
140119,0
140126,0
140127,0
140128,0
140130,0
140131,0
140134,0
140135,0
140136,0
140137,0
140139,0
140141,0
140145,0
140147,0
140148,0
140149,0
140150,0
140154,0
140155,0
140156,0
140158,0
140164,0
140165,0
140170,0
140171,0
140175,0
140177,0
140179,0
140180,0
140181,0
140182,0
140183,0
140187,0
140188,0
140190,0
140198,0
140199,0
140200,0
140201,0
140202,0
140203,0
140205,0
140206,0
140208,0
140210,0
140216,0
140219,0
140223,0
140229,0
140234,0
140235,0
140238,0
140240,0
140241,0
140245,0
140252,0
140254,0
140256,0
140257,0
140258,0
140259,0
140260,0
140261,0
140266,0
140267,0
140269,0
140272,0
140275,0
140280,0
140283,0
140287,0
140289,0
140292,0
140296,0
140297,0
140302,0
140304,0
140310,0
140312,0
140315,0
140317,0
140319,0
140323,0
140329,0
140335,0
140336,0
140342,0
140343,0
140346,0
140350,0
140351,0
140352,0
140353,0
140354,0
140356,0
140357,0
140359,0
140361,0
140363,0
140364,0
140365,0
140367,0
140370,0
140371,0
140373,0
140375,0
140380,0
140382,0
140386,0
140387,0
140388,0
140390,0
140391,0
140392,0
140394,0
140396,0
140397,0
140398,0
140400,0
140401,0
140403,0
140407,0
140408,0
140410,0
140423,0
140426,0
140429,0
140431,0
140435,0
140437,0
140438,0
140441,0
140442,0
140443,0
140444,0
140446,0
140454,0
140455,0
140462,0
140465,0
140466,0
140470,0
140471,0
140472,0
140474,0
140476,0
140477,0
140478,0
140480,0
140484,0
140485,0
140486,0
140493,0
140498,0
140504,0
140513,0
140518,0
140519,0
140522,0
140524,0
140525,0
140526,0
140527,0
140529,0
140530,0
140531,0
140532,0
140533,0
140536,0
140537,0
140541,0
140542,0
140543,0
140546,0
140547,0
140548,0
140550,0
140551,0
140552,0
140555,0
140556,0
140558,0
140561,0
140562,0
140563,0
140564,0
140566,0
140567,0
140569,0
140570,0
140572,0
140574,0
140575,0
140576,0
140579,0
140581,0
140582,0
140584,0
140586,0
140587,0
140588,0
140589,0
140592,0
140594,0
140597,0
140598,0
140600,0
140602,0
140608,0
140611,0
140614,0
140616,0
140618,0
140620,0
140621,0
140627,0
140630,0
140635,0
140636,0
140641,0
140643,0
140646,0
140647,0
140650,0
140651,0
140655,0
140656,0
140659,0
140660,0
140661,0
140663,0
140665,0
140666,0
140667,0
140668,0
140669,0
140670,0
140671,0
140672,0
140678,0
140679,0
140683,0
140686,0
140691,0
140694,0
140695,0
140696,0
140697,0
140700,0
140701,0
140703,0
140705,0
140706,0
140707,0
140709,0
140711,0
140713,0
140714,0
140720,0
140724,0
140726,0
140727,0
140728,0
140729,0
140730,0
140731,0
140733,0
140734,0
140735,0
140736,0
140737,0
140744,0
140746,0
140747,0
140751,0
140753,0
140755,0
140756,0
140759,0
140761,0
140763,0
140765,0
140768,0
140770,0
140771,0
140772,0
140773,0
140776,0
140778,0
140779,0
140780,0
140786,0
140790,0
140794,0
140795,0
140799,0
140800,0
140801,0
140802,0
140803,0
140805,0
140807,0
140808,0
140809,0
140813,0
140814,0
140815,0
140817,0
140818,0
140819,0
140821,0
140823,0
140824,0
140830,0
140833,0
